MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:109252	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:346417 	
MGI:109244	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	13		positive regulation of inhibitory synapse assembly			IDA		J:198674 	
MGI:109244	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	13		positive regulation of inhibitory synapse assembly			IMP		J:268255 	
MGI:109244	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	13		regulation of synapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:215428 	
MGI:109244	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	13		regulation of synapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:215428 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		regulation of synapse maturation	happens in GABA-ergic synapse,happens in thalamus		IDA		J:216489 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		regulation of synapse maturation	happens in GABA-ergic synapse,happens in thalamus		IMP		J:216489 	
MGI:2445054	Senp1	SUMO1/sentrin specific peptidase 1	15		regulation of postsynapse assembly			IEA	A0A0G2K1R8 ENSRNOP00000071957 	J:342605 	
MGI:1335094	Septin7	septin 7	9		dendritic spine morphogenesis	happens in cerebral cortex neuron,happens in brain		IMP		J:205987 	
MGI:1335094	Septin7	septin 7	9		postsynapse organization			ISO	RGD:620469 	J:155856 	
MGI:1277214	Septin11	septin 11	5		regulation of synapse organization			ISO	RGD:1307405 	J:155856 	
MGI:1920145	Setd5	SET domain containing 5	6		regulation of synapse assembly			IMP		J:282587 	
MGI:104745	Sez6	seizure related gene 6	11		synapse maturation			IBA	MGI:104745 PTN002902327 	J:161428 	
MGI:104745	Sez6	seizure related gene 6	11		synapse maturation	happens in cerebellum		IGI	MGI:1935121 	J:111556 	
MGI:104745	Sez6	seizure related gene 6	11		synapse maturation	happens in cerebellum		IGI	MGI:2385295 	J:111556 	
MGI:1935121	Sez6l	seizure related 6 homolog like	5		synapse maturation			IBA	MGI:1935121 PTN002902337 	J:161428 	
MGI:1935121	Sez6l	seizure related 6 homolog like	5		synapse maturation	happens in cerebellum		IGI	MGI:104745 	J:111556 	
MGI:1935121	Sez6l	seizure related 6 homolog like	5		synapse maturation	happens in cerebellum		IGI	MGI:2385295 	J:111556 	
MGI:2385295	Sez6l2	seizure related 6 homolog like 2	7		synapse maturation			IBA	MGI:2385295 PTN002902369 	J:161428 	
MGI:2385295	Sez6l2	seizure related 6 homolog like 2	7		synapse maturation	happens in cerebellum		IGI	MGI:104745 	J:111556 	
MGI:2385295	Sez6l2	seizure related 6 homolog like 2	7		synapse maturation	happens in cerebellum		IGI	MGI:1935121 	J:111556 	
MGI:700009	Sh3gl2	SH3-domain GRB2-like 2	4		postsynaptic actin cytoskeleton organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:311147 	
MGI:700009	Sh3gl2	SH3-domain GRB2-like 2	4		postsynaptic actin cytoskeleton organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:311147 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		dendritic spine morphogenesis			IMP		J:132277 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		maintenance of postsynaptic density structure			IEA	GO:0098919 	J:346132 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		synapse maturation			IEA	ENSRNOP00000026100 Q9WV48 	J:342605 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		synapse maturation			ISO	RGD:621011 	J:155856 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		synapse maturation			ISS	Q9WV48 	J:342587 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		synapse organization			IEA	ARBA00029184 	J:342609 	
MGI:2671987	Shank2	SH3 and multiple ankyrin repeat domains 2	7		regulation of postsynapse organization			ISO	RGD:628772 	J:155856 	
MGI:2671987	Shank2	SH3 and multiple ankyrin repeat domains 2	7		synapse assembly	happens in hippocampus CA1		IMP		J:186718 	
MGI:2671987	Shank2	SH3 and multiple ankyrin repeat domains 2	7		synapse organization			IEA	ARBA00029184 	J:342609 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		AMPA glutamate receptor clustering			IMP		J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		AMPA glutamate receptor clustering			IMP		J:184110 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		dendritic spine morphogenesis			IMP	MGI:5056336 	J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		dendritic spine morphogenesis			IMP		J:171113 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		dendritic spine morphogenesis			IMP		J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		dendritic spine morphogenesis			IMP		J:175320 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		guanylate kinase-associated protein clustering			IMP		J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		maintenance of postsynaptic density structure			IEA	GO:0098919 	J:346132 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		NMDA glutamate receptor clustering			IMP		J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		positive regulation of synapse structural plasticity			IMP		J:175320 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		postsynaptic density assembly			IMP		J:171113 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		regulation of AMPA glutamate receptor clustering			IMP	MGI:5056336 	J:173402 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		regulation of dendritic spine morphogenesis	happens in hippocampal neuron		IMP		J:184110 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		regulation of postsynapse organization			ISO	RGD:69264 	J:155856 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		synapse assembly			IMP		J:171113 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		synapse organization			IEA	ARBA00029184 	J:342609 	
MGI:2685725	Shisa6	shisa family member 6	11		regulation of AMPA glutamate receptor clustering			IMP		J:236346 	
MGI:3605641	Shisa7	shisa family member 7	7		gamma-aminobutyric acid receptor clustering			IBA	MGI:3605641 PTN002838860 	J:161428 	
MGI:3605641	Shisa7	shisa family member 7	7		gamma-aminobutyric acid receptor clustering			IDA		J:281687 	
MGI:3605641	Shisa7	shisa family member 7	7	NOT	regulation of AMPA glutamate receptor clustering			IDA		J:281687 	
MGI:3605641	Shisa7	shisa family member 7	7		regulation of AMPA glutamate receptor clustering			IMP		J:255015 	
MGI:1195268	Sigmar1	sigma non-opioid intracellular receptor 1	4		regulation of postsynapse assembly			IEA	ENSRNOP00000019795 Q9R0C9 	J:342605 	
MGI:2443679	Sipa1l1	signal-induced proliferation-associated 1 like 1	12		postsynaptic actin cytoskeleton organization			ISO	RGD:708497 	J:155856 	
MGI:2443679	Sipa1l1	signal-induced proliferation-associated 1 like 1	12		regulation of dendritic spine morphogenesis			ISO	RGD:708497 	J:155856 	
MGI:2443679	Sipa1l1	signal-induced proliferation-associated 1 like 1	12		regulation of dendritic spine morphogenesis			ISS	O35412 	J:342587 	
MGI:2443679	Sipa1l1	signal-induced proliferation-associated 1 like 1	12		regulation of postsynaptic density assembly			ISO	RGD:708497 	J:155856 	
MGI:102780	Six1	sine oculis-related homeobox 1	12		regulation of synaptic assembly at neuromuscular junction			IGI	MGI:106034 	J:178379 	
MGI:106034	Six4	sine oculis-related homeobox 4	12		regulation of synaptic assembly at neuromuscular junction			IGI	MGI:102780 	J:178379 	
MGI:105083	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	19		synapse organization	happens in blood,happens in brain		IMP		J:299321 	
MGI:95627	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	6		synapse organization	happens in forebrain		IMP		J:134134 	
MGI:1347355	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	3		regulation of AMPA glutamate receptor clustering			IMP	MGI:3608695 	J:218184 	
MGI:1347355	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	3		regulation of synapse organization			IMP	MGI:3608695 	J:218184 	
MGI:107996	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	7		synapse organization	happens in hippocampus CA1		IMP		J:271785 	
MGI:107976	Slc8a3	solute carrier family 8 (sodium/calcium exchanger), member 3	12		synapse organization	happens in hippocampus CA1		IMP		J:271785 	
MGI:2443511	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	X		synapse organization			IMP	MGI:3604561 	J:201826 	
MGI:1862037	Slc12a5	solute carrier family 12, member 5	2		regulation of postsynapse assembly			IEA	ENSRNOP00000093106 Q63633 	J:342605 	
MGI:1101061	Slc18a3	solute carrier family 18 (vesicular monoamine), member 3	14		positive regulation of neuromuscular junction development			IMP		J:153908 	
MGI:1914703	Slc25a46	solute carrier family 25, member 46	18		synapse assembly	happens in cerebellum molecular layer,happens in glutamatergic synapse,happens in cerebellum internal granule cell layer,happens in glutamatergic synapse		IMP	MGI:6118180 	J:242350 	
MGI:1345281	Slc30a1	solute carrier family 30 (zinc transporter), member 1	1		positive regulation of dendritic spine morphogenesis			IEA	ENSRNOP00000006340 Q62720 	J:342605 	
MGI:1345281	Slc30a1	solute carrier family 30 (zinc transporter), member 1	1		positive regulation of dendritic spine morphogenesis			ISO	RGD:61918 	J:155856 	
MGI:1345281	Slc30a1	solute carrier family 30 (zinc transporter), member 1	1		regulation of postsynaptic density protein 95 clustering			IEA	ENSRNOP00000006340 Q62720 	J:342605 	
MGI:1345281	Slc30a1	solute carrier family 30 (zinc transporter), member 1	1		regulation of postsynaptic density protein 95 clustering			ISO	RGD:61918 	J:155856 	
MGI:1315203	Slit1	slit guidance ligand 1	19		negative regulation of synapse assembly			ISS	Q3S2J2 	J:342587 	
MGI:1315205	Slit2	slit guidance ligand 2	5		positive regulation of synapse assembly			ISO	RGD:69310 	J:155856 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		regulation of presynapse assembly			IEA	ENSP00000501349 Q96PX8 	J:342605 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		regulation of presynapse assembly			ISO	Q96PX8 	J:164563 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		regulation of synapse organization			IEA	A6HUD1 ENSRNOP00000012195 	J:342605 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		regulation of synapse organization			IEA	D3Z8D8 ENSRNOP00000012195 	J:342605 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		regulation of synapse organization			ISO	RGD:1308858 	J:155856 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		synapse assembly			IEA	ENSP00000501349 Q96PX8 	J:342605 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		synapse assembly			ISO	Q96PX8 	J:164563 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		synaptic membrane adhesion			IEA	ENSP00000501349 Q96PX8 	J:342605 	
MGI:2679446	Slitrk1	SLIT and NTRK-like family, member 1	14		synaptic membrane adhesion			ISO	Q96PX8 	J:164563 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		positive regulation of synapse assembly			IDA		J:241468 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		regulation of presynapse assembly			IEA	ENSP00000334374 Q9H156 	J:342605 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		regulation of presynapse assembly			ISO	Q9H156 	J:164563 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		regulation of synapse organization			IEA	ENSP00000334374 Q9H156 	J:342605 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		regulation of synapse organization			ISO	Q9H156 	J:164563 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		synaptic membrane adhesion			IEA	ENSP00000334374 Q9H156 	J:342605 	
MGI:2679449	Slitrk2	SLIT and NTRK-like family, member 2	X		synaptic membrane adhesion			ISO	Q9H156 	J:164563 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		gephyrin clustering involved in postsynaptic density assembly	happens in neuron,happens in hippocampus		IGI	MGI:2681835 	J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		gephyrin clustering involved in postsynaptic density assembly	happens in hippocampus stratum radiatum,happens in hippocampus pyramidal cell layer		IMP	MGI:6119690 	J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		gephyrin clustering involved in postsynaptic density assembly	happens in neuron,happens in hippocampus		IMP		J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		neurotransmitter-gated ion channel clustering	uses Slc32a1		IDA		J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		neurotransmitter-gated ion channel clustering	uses Slc32a1		IGI	MGI:2681835 	J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		neurotransmitter-gated ion channel clustering	happens in hippocampus pyramidal cell layer,uses Slc32a1,happens in hippocampus stratum radiatum,uses Slc32a1		IMP	MGI:6119690 	J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		neurotransmitter-gated ion channel clustering	happens in neuron,happens in hippocampus,uses Slc32a1		IMP		J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		postsynaptic density assembly			IMP	MGI:6119690 	J:256117 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		regulation of presynapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:232385 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		regulation of presynapse assembly			IEA	ENSP00000420091 O94933 	J:342605 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		regulation of presynapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:232385 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		regulation of presynapse assembly			ISO	O94933 	J:164563 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		synaptic membrane adhesion			IEA	ENSP00000420091 O94933 	J:342605 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		synaptic membrane adhesion			ISO	O94933 	J:164563 	
MGI:2679447	Slitrk3	SLIT and NTRK-like family, member 3	3		terminal button organization			IMP	MGI:6119690 	J:256117 	
MGI:2442509	Slitrk4	SLIT and NTRK-like family, member 4	X		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2442509	Slitrk4	SLIT and NTRK-like family, member 4	X		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2442509	Slitrk4	SLIT and NTRK-like family, member 4	X		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2442509	Slitrk4	SLIT and NTRK-like family, member 4	X		regulation of synapse organization			IEA	ENSP00000349400 Q8IW52 	J:342605 	
MGI:2442509	Slitrk4	SLIT and NTRK-like family, member 4	X		regulation of synapse organization			ISO	Q8IW52 	J:164563 	
MGI:2679448	Slitrk5	SLIT and NTRK-like family, member 5	14		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2679448	Slitrk5	SLIT and NTRK-like family, member 5	14		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2679448	Slitrk5	SLIT and NTRK-like family, member 5	14		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2679448	Slitrk5	SLIT and NTRK-like family, member 5	14		synaptic membrane adhesion			IEA	ENSP00000508338 O94991 	J:342605 	
MGI:2679448	Slitrk5	SLIT and NTRK-like family, member 5	14		synaptic membrane adhesion			ISO	O94991 	J:164563 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		positive regulation of synapse assembly			IBA	MGI:2442509 MGI:2443198 MGI:2679446 MGI:2679447 MGI:2679448 MGI:2679449 PTN000689992 	J:161428 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		positive regulation of synapse assembly			IEA	ARBA00027669 	J:342609 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		synapse assembly			IEA	ENSP00000495507 Q9H5Y7 	J:342605 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		synapse assembly			IMP	MGI:4417931 	J:201352 	
MGI:2443198	Slitrk6	SLIT and NTRK-like family, member 6	14		synapse assembly			ISO	Q9H5Y7 	J:201352 	
MGI:109132	Snap91	synaptosomal-associated protein 91	9		regulation of terminal button organization			ISO	RGD:69276 	J:155856 	
MGI:1333745	Snapin	SNAP-associated protein	3		terminal button organization			IMP	MGI:3608768 	J:157371 	
MGI:1277151	Snca	synuclein, alpha	6		regulation of presynapse assembly			IEA	ENSP00000378442 P37840 	J:342605 	
MGI:1277151	Snca	synuclein, alpha	6		regulation of presynapse assembly			ISO	P37840 	J:164563 	
MGI:1277151	Snca	synuclein, alpha	6		synapse organization			IBA	MGI:1277151 MGI:1298397 MGI:1889011 PTN000352385 	J:161428 	
MGI:1277151	Snca	synuclein, alpha	6		synapse organization	happens in hippocampus CA3		IGI	MGI:1298397 	J:167549 	
MGI:1277151	Snca	synuclein, alpha	6		synapse organization	happens in hippocampus CA3		IGI	MGI:1889011 	J:167549 	
MGI:1889011	Sncb	synuclein, beta	13		synapse organization			IBA	MGI:1277151 MGI:1298397 MGI:1889011 PTN000352385 	J:161428 	
MGI:1889011	Sncb	synuclein, beta	13		synapse organization	happens in hippocampus CA3		IGI	MGI:1277151 	J:167549 	
MGI:1889011	Sncb	synuclein, beta	13		synapse organization	happens in hippocampus CA3		IGI	MGI:1298397 	J:167549 	
MGI:1298397	Sncg	synuclein, gamma	14		synapse organization			IBA	MGI:1277151 MGI:1298397 MGI:1889011 PTN000352385 	J:161428 	
MGI:1298397	Sncg	synuclein, gamma	14		synapse organization	happens in hippocampus CA3		IGI	MGI:1277151 	J:167549 	
MGI:1298397	Sncg	synuclein, gamma	14		synapse organization	happens in hippocampus CA3		IGI	MGI:1889011 	J:167549 	
MGI:101772	Snta1	syntrophin, acidic 1	2		neuromuscular junction development			IMP	MGI:2179769 	J:76455 	
MGI:1923992	Snx27	sorting nexin family member 27	3		positive regulation of AMPA glutamate receptor clustering			ISO	RGD:628705 	J:155856 	
MGI:1923992	Snx27	sorting nexin family member 27	3		regulation of synapse maturation			IEA	ENSP00000400333 Q96L92 	J:342605 	
MGI:1923992	Snx27	sorting nexin family member 27	3		regulation of synapse maturation			ISO	Q96L92 	J:164563 	
MGI:700014	Sorbs1	sorbin and SH3 domain containing 1	19		regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:104686 	J:235913 	
MGI:700014	Sorbs1	sorbin and SH3 domain containing 1	19		regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:1924574 	J:235913 	
MGI:1924574	Sorbs2	sorbin and SH3 domain containing 2	8		regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:104686 	J:235913 	
MGI:1924574	Sorbs2	sorbin and SH3 domain containing 2	8		regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:700014 	J:235913 	
MGI:1338015	Sort1	sortilin 1	3		maintenance of synapse structure	happens in cerebellar climbing fiber to Purkinje cell synapse		IDA		J:261277 	
MGI:1338015	Sort1	sortilin 1	3		maintenance of synapse structure	happens in cerebellar climbing fiber to Purkinje cell synapse		IMP		J:261277 	
MGI:98373	Sparc	secreted acidic cysteine rich glycoprotein	11		regulation of synapse organization			IBA	PTN002676727 RGD:2531 RGD:3742 	J:161428 	
MGI:98373	Sparc	secreted acidic cysteine rich glycoprotein	11		regulation of synapse organization			ISO	RGD:3742 	J:155856 	
MGI:108110	Sparcl1	SPARC-like 1	5		regulation of synapse organization			IBA	PTN002676727 RGD:2531 RGD:3742 	J:161428 	
MGI:108110	Sparcl1	SPARC-like 1	5		regulation of synapse organization			ISO	RGD:2531 	J:155856 	
MGI:108110	Sparcl1	SPARC-like 1	5		synaptic membrane adhesion	happens in glutamatergic synapse,happens in thalamus		IDA		J:230665 	
MGI:108110	Sparcl1	SPARC-like 1	5		synaptic membrane adhesion	happens in glutamatergic synapse,happens in thalamus		IMP		J:230665 	
MGI:2444989	Spg11	SPG11, spatacsin vesicle trafficking associated	2		neuromuscular junction development			IMP	MGI:6451766 	J:274090 	
MGI:98387	Sptb	spectrin beta, erythrocytic	12		modification of postsynaptic actin cytoskeleton			ISO	P11277 	J:164563 	
MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	19		postsynapse organization	happens in glutamatergic synapse,happens in cerebellum,happens in parallel fiber to Purkinje cell synapse		IDA		J:177913 	
MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	19		postsynapse organization	happens in parallel fiber to Purkinje cell synapse,happens in glutamatergic synapse,happens in cerebellum		IMP		J:177913 	
MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	19		regulation of postsynaptic specialization assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:263448 	
MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	19		regulation of postsynaptic specialization assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:263448 	
MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	19		synapse assembly			IMP	MGI:4127354 	J:158494 	
MGI:1890574	Sptbn4	spectrin beta, non-erythrocytic 4	7		neuromuscular junction development			IMP	MGI:1856134 	J:179542 	
MGI:1933179	Srcin1	SRC kinase signaling inhibitor 1	11		postsynaptic actin cytoskeleton organization			ISO	Q9C0H9 	J:164563 	
MGI:1933179	Srcin1	SRC kinase signaling inhibitor 1	11		regulation of dendritic spine morphogenesis			IBA	PTN002733372 Q9C0H9 	J:161428 	
MGI:1933179	Srcin1	SRC kinase signaling inhibitor 1	11		regulation of dendritic spine morphogenesis			ISO	Q9C0H9 	J:164563 	
MGI:1933179	Srcin1	SRC kinase signaling inhibitor 1	11		regulation of dendritic spine morphogenesis			ISS	Q9C0H9 	J:342587 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		excitatory synapse assembly			IEA	ENSP00000459615 O75044 	J:342605 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		excitatory synapse assembly			IMP		J:239710 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		inhibitory synapse assembly			IEA	ENSP00000459615 O75044 	J:342605 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		inhibitory synapse assembly			IMP		J:239710 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		regulation of synapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:185134 	
MGI:109605	Srgap2	SLIT-ROBO Rho GTPase activating protein 2	1		regulation of synapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:185134 	
MGI:2152938	Srgap3	SLIT-ROBO Rho GTPase activating protein 3	6		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:169533 	
MGI:2152938	Srgap3	SLIT-ROBO Rho GTPase activating protein 3	6		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:169533 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			IBA	O60687 PTN002923280 RGD:1562444 	J:161428 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			IEA	B5DF94 ENSRNOP00000085502 	J:342605 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			IEA	ENSP00000362095 O60687 	J:342605 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			ISO	RGD:1562444 	J:155856 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			ISO	O60687 	J:164563 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		positive regulation of synapse assembly			ISS	B5DF94 	J:342587 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		regulation of synapse assembly			IEA	B5DF94 ENSRNOP00000085502 	J:342605 	
MGI:2686240	Ssh1	slingshot protein phosphatase 1	5		positive regulation of AMPA glutamate receptor clustering			IEA	A0A8I6B0P9 ENSRNOP00000094416 	J:342605 	
MGI:2686240	Ssh1	slingshot protein phosphatase 1	5		positive regulation of AMPA glutamate receptor clustering			ISO	RGD:1306038 	J:155856 	
MGI:106020	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	7		positive regulation of synapse assembly			IEA	ENSRNOP00000092932 Q07977 	J:342605 	
MGI:106020	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	7		positive regulation of synapse assembly			ISO	RGD:621843 	J:155856 	
MGI:1338864	Stau1	staufen double-stranded RNA binding protein 1	2		modification of postsynaptic structure			ISO	RGD:621778 	J:155856 	
